Entity,Code,Year,Wind Generation -TWh,Solar Generation - TWh,Geo Biomass Other - TWh,Hydro Generation - TWh
Argentina,ARG,1973,0,0,0.0490424344023324,2.9939999999999998
Argentina,ARG,1974,0,0,0.0500676714285714,5.0280000000000005
Argentina,ARG,1975,0,0,0.054922641509434,5.2010000000000005
Argentina,ARG,1976,0,0,0.0502027915451895,5.013
Argentina,ARG,1977,0,0,0.0538551078167116,5.766
Argentina,ARG,1978,0,0,0.0541366620879121,7.752000000000001
Argentina,ARG,1979,0,0,0.0843937633928572,10.66
Argentina,ARG,1980,0,0,0.0862515679442509,15.144
Argentina,ARG,1981,0,0,0.0747225,14.685
Argentina,ARG,1982,0,0,0.09591246543778802,17.593
Argentina,ARG,1983,0,0,0.13731478405315597,18.419
Argentina,ARG,1984,0,0,0.0973927918118467,19.88
Argentina,ARG,1985,0,0,0.10332161428571401,20.646
Argentina,ARG,1986,0,0,0.107078920807453,21.009
Argentina,ARG,1987,0,0,0.108156823308271,21.840999999999998
Argentina,ARG,1988,0,0,0.121116047351525,15.033
Argentina,ARG,1989,0,0,0.119376907894737,12.965
Argentina,ARG,1990,0,0,0.10676328373015899,17.875999999999998
Argentina,ARG,1991,0,0,0.0996004043126685,16.221
Argentina,ARG,1992,0,0,0.101865494505495,19.7790505050505
Argentina,ARG,1993,0,0,0.10743840277777802,23.5554747474748
Argentina,ARG,1994,0,0,0.119290037593985,27.972787878787898
Argentina,ARG,1995,0,0,0.11559245729813698,28.4581212121212
Argentina,ARG,1996,0.009618000000000002,0,0.351397492063492,25.9451818181818
Argentina,ARG,1997,0.014591999999999999,0,0.44563205,33.0299595959596
Argentina,ARG,1998,0.032541,0.000017,0.46388120300751895,32.421787878787896
Argentina,ARG,1999,0.034781,0.000026000000000000002,0.6504551428571429,26.5300707070707
Argentina,ARG,2000,0.034758,0.000036,0.675014310104529,34.034010101010104
Argentina,ARG,2001,0.049361,0.000043,0.609325850253807,41.9032626262626
Argentina,ARG,2002,0.073405,0.000047,0.850248637873754,41.4670505050505
Argentina,ARG,2003,0.077954,0.00006500000000000001,1.01407985835694,39.080080808080794
Argentina,ARG,2004,0.07244600000000001,0.00007,0.900295090287307,35.4028787878788
Argentina,ARG,2005,0.071719665,0.000081,1.07407290085825,39.3500909090909
Argentina,ARG,2006,0.06964,0.00009,1.56741031456089,43.623999999999995
Argentina,ARG,2007,0.061592999999999995,0.00010889999999999999,1.5757086957797801,37.741
Argentina,ARG,2008,0.041951077999999996,0.0001437,1.69353638367225,37.199
Argentina,ARG,2009,0.036831528599999996,0.000076084,1.72875616184549,40.783
Argentina,ARG,2010,0.0253516062,0.00008589,2.01325481034589,40.543
Argentina,ARG,2011,0.02659055,0.001614,2.19020582803824,39.641
Argentina,ARG,2012,0.369861999333,0.0081729668,2.4538216104797996,36.876
Argentina,ARG,2013,0.453354876,0.015074078999999999,2.4573500501090897,40.7
Argentina,ARG,2014,0.619491,0.015944,2.30202525205828,40.864000000000004
Argentina,ARG,2015,0.593334963,0.014683000000000002,2.3782585978443103,41.7709
Argentina,ARG,2016,0.547359,0.014273,1.96340864256076,38.2543932713468
Argentina,ARG,2017,0.611567,0.016416999999999998,2.38365450770783,41.542978577289404
Argentina,ARG,2018,1.412743,0.10812999999999999,2.49228727065315,41.647865179483794
Argentina,ARG,2019,4.995966424,0.7996979129999999,2.39731400226771,37.0667870793447
Asia Pacific,,1965,0,0,1.6440000000000001,156.08955459999999
Asia Pacific,,1966,0,0,1.643,162.31182719999998
Asia Pacific,,1967,0,0,1.4240000000000002,152.8667474
Asia Pacific,,1968,0,0,1.577,168.249119
Asia Pacific,,1969,0,0,1.608,174.1638034
Asia Pacific,,1970,0,0,1.776704,180.71001040000002
Asia Pacific,,1971,0,0,1.7546110000000001,199.28207980000002
Asia Pacific,,1972,0,0,1.785591,205.11601299999998
Asia Pacific,,1973,0,0,1.834998,194.011624
Asia Pacific,,1974,0,0,2.4962691052631603,217.904609488889
Asia Pacific,,1975,0,0,2.6543343684210496,232.44425036363603
Asia Pacific,,1976,0,0,2.58706457894737,233.25336989898997
Asia Pacific,,1977,0,0,2.6224434736842097,227.038314020202
Asia Pacific,,1978,0,0,2.9174713684210496,237.04640937688
Asia Pacific,,1979,0,0,3.71292042105263,256.981874673625
Asia Pacific,,1980,0,0,5.17343315789474,273.447218798653
Asia Pacific,,1981,0,0,7.07196542105263,289.729690163187
Asia Pacific,,1982,0,0,15.9518947531579,282.667187430307
Asia Pacific,,1983,0,0,18.067806566052603,299.341370798708
Asia Pacific,,1984,0,0,19.742137411052603,299.406694026024
Asia Pacific,,1985,0,0,20.7914875115789,320.044613429226
Asia Pacific,,1986,0,0,21.689890047368397,328.159102202165
Asia Pacific,,1987,0,0,22.009749936842102,326.891281231324
Asia Pacific,,1988,0,0,23.826704728421003,361.78626166362096
Asia Pacific,,1989,0,0,26.2433390294737,388.04352986813905
Asia Pacific,,1990,0.0323232323232323,0.004,22.3340819784416,399.271542834368
Asia Pacific,,1991,0.122000909090909,0.00945,22.838251944373997,410.524272373348
Asia Pacific,,1992,0.22047404040404,0.0276,23.0063342450498,401.524650190697
Asia Pacific,,1993,0.311836666666667,0.0431,22.898513935865303,440.28692061089896
Asia Pacific,,1994,0.583588080808081,0.0534,26.3709795942326,443.29819759305
Asia Pacific,,1995,1.12160131313131,0.070660101010101,30.902138720045,483.43443187618203
Asia Pacific,,1996,0.9912050664848492,0.0981606060606061,31.4560239692802,473.409440734879
Asia Pacific,,1997,1.21395004149495,0.147015451951017,34.937827664193,475.89466766474703
Asia Pacific,,1998,1.48955016659596,0.20291885606060603,37.5418518751725,506.67429467677596
Asia Pacific,,1999,2.0532490063939397,0.286266606060606,41.2026949659867,500.242965172028
Asia Pacific,,2000,2.56394697970469,0.428484426231355,44.608064846170905,521.652070630739
Asia Pacific,,2001,3.51740941797741,0.608506426324449,45.2442545189384,570.462755885721
Asia Pacific,,2002,4.06701324667883,0.8291114251139979,47.0741344874855,578.907887429803
Asia Pacific,,2003,5.34087585515362,1.1165706081700502,49.24454745510321,594.353407470859
Asia Pacific,,2004,9.18669339997316,1.46378501348719,53.0255288257152,699.1512328160491
Asia Pacific,,2005,12.019193605714099,1.85254052752161,60.192165365918896,727.8744500242129
Asia Pacific,,2006,18.5698071338417,2.29110778005653,64.5000334471099,801.696935047466
Asia Pacific,,2007,24.651011017376,2.75747517258627,71.1330305973023,852.172959146771
Asia Pacific,,2008,36.129284979930205,3.3623403444994104,79.03590767242109,997.7759893075661
Asia Pacific,,2009,54.879514823186,4.40856319037846,87.9992224059737,968.085957101319
Asia Pacific,,2010,81.5253556283363,6.77846987186939,98.1161011507225,1097.6868666475
Asia Pacific,,2011,113.632013920303,12.246195027046301,104.633616333352,1117.78056781212
Asia Pacific,,2012,147.770371079641,17.6242733888576,112.96595804160499,1261.99265520226
Asia Pacific,,2013,188.80908059963699,32.463895794148996,124.725019622652,1385.56835696699
Asia Pacific,,2014,214.83855020360298,63.0136939917329,140.706142761875,1521.86822491923
Asia Pacific,,2015,243.33918162815,95.62750982963641,159.25448451110202,1565.63574211012
Asia Pacific,,2016,312.537164536835,141.679573535926,160.661068784841,1622.9595675502899
Asia Pacific,,2017,388.00333711769304,219.88937186945,185.597039152595,1671.9711194136498
Asia Pacific,,2018,463.71054237463204,313.219324852448,208.60851963471902,1710.85692038584
Asia Pacific,,2019,514.259616422061,393.921841313712,238.022872594962,1783.6566278245498
Australia,AUS,1965,0,0,0.29600000000000004,7.689756
Australia,AUS,1966,0,0,0.284,7.3450428
Australia,AUS,1967,0,0,0.29,7.605787400000001
Australia,AUS,1968,0,0,0.282,7.9505006
Australia,AUS,1969,0,0,0.281,8.684121000000001
Australia,AUS,1970,0,0,0.261,10.170687
Australia,AUS,1971,0,0,0.263,11.507442800000002
Australia,AUS,1972,0,0,0.28,11.5533144
Australia,AUS,1973,0,0,0.33799999999999997,12.2858392
Australia,AUS,1974,0,0,0.429,13.873920199999999
Australia,AUS,1975,0,0,0.489,14.8878016
Australia,AUS,1976,0,0,0.484,14.153858800000002
Australia,AUS,1977,0,0,0.429,13.543950199999998
Australia,AUS,1978,0,0,0.405,14.6753494
Australia,AUS,1979,0,0,0.418,14.246055599999998
Australia,AUS,1980,0,0,0.385,13.4665978
Australia,AUS,1981,0,0,0.40399999999999997,13.8663438
Australia,AUS,1982,0,0,0.516,12.770334
Australia,AUS,1983,0,0,0.431,12.123648
Australia,AUS,1984,0,0,0.441,13.125948800000002
Australia,AUS,1985,0,0,0.456,13.9405106
Australia,AUS,1986,0,0,0.46,14.0257988
Australia,AUS,1987,0,0,0.47,13.613795999999999
Australia,AUS,1988,0,0,0.731,14.334443599999998
Australia,AUS,1989,0,0,0.81,14.253669
Australia,AUS,1990,0,0,0.7595,14.7595
Australia,AUS,1991,0,0.00545,0.7195,15.6535
Australia,AUS,1992,0,0.0121,0.67,15.9415
Australia,AUS,1993,0.002,0.0146,0.67,16.387
Australia,AUS,1994,0.0055,0.0174,0.6965,16.15
Australia,AUS,1995,0.006999999999999999,0.02115,0.8255,15.630999999999998
Australia,AUS,1996,0.006999999999999999,0.0256,0.9465,15.9685
Australia,AUS,1997,0.0075,0.03065,0.997,15.9525
Australia,AUS,1998,0.018000000000000002,0.0356,1.081,15.798
Australia,AUS,1999,0.043,0.0406,1.1335,16.2815
Australia,AUS,2000,0.134,0.04675,0.8895,16.4665
Australia,AUS,2001,0.287,0.05415,0.7975,16.1235
Australia,AUS,2002,0.53355,0.0583,1.2668,16.095
Australia,AUS,2003,0.70405,0.0632,1.6918,16.21055
Australia,AUS,2004,0.795,0.07295,2.81525,15.68665
Australia,AUS,2005,1.29905,0.08405,3.8710000000000004,15.4657
Australia,AUS,2006,2.1621,0.0975,3.9325,14.9451
Australia,AUS,2007,2.8521,0.11375,4.275,13.04895
Australia,AUS,2008,3.45845,0.1392,3.6961,11.81515
Australia,AUS,2009,4.43775,0.29024203008216604,2.7868,12.64205
Australia,AUS,2010,4.985,0.977648279820896,2.44155,13.745999999999999
Australia,AUS,2011,6.432,2.0445465700988,2.57395,19.572
Australia,AUS,2012,7.725,2.412,3.09785,17.035999999999998
Australia,AUS,2013,9.259,3.8474,3.33165,19.089000000000002
Australia,AUS,2014,9.777000000000001,4.952,3.5463620000000002,14.484000000000002
Australia,AUS,2015,11.8384685946644,6.206481167784231,3.6780619948968196,14.0852819443491
Australia,AUS,2016,13.026391374148,7.474810511353151,3.6532269151084704,17.6307950484002
Australia,AUS,2017,13.195227437602199,8.957432679441009,3.5306127381335495,13.502154624433599
Australia,AUS,2018,16.411507459498697,12.2792442903382,3.55434829657993,17.3558390854922
Australia,AUS,2019,19.524461876731998,17.9507144806974,3.57593923150865,14.2938751268244
Austria,AUT,1965,0,0,0,16.083
Austria,AUT,1966,0,0,0,17.331
Austria,AUT,1967,0,0,0,17.698
Austria,AUT,1968,0,0,0,18.185
Austria,AUT,1969,0,0,0,16.718
Austria,AUT,1970,0,0,0,21.2897
Austria,AUT,1971,0,0,0,16.8201
Austria,AUT,1972,0,0,0,17.2876
Austria,AUT,1973,0,0,0,19.2092
Austria,AUT,1974,0,0,0,22.7122
Austria,AUT,1975,0,0,0,23.7952
Austria,AUT,1976,0,0,0,20.5656
Austria,AUT,1977,0,0,0,24.9208
Austria,AUT,1978,0,0,0,24.9408
Austria,AUT,1979,0,0,0,28.0968
Austria,AUT,1980,0,0,0,29.1099
Austria,AUT,1981,0,0,0,30.8473
Austria,AUT,1982,0,0,0,30.8963
Austria,AUT,1983,0,0,0,30.6063
Austria,AUT,1984,0,0,0,26.849564
Austria,AUT,1985,0,0,0,30.775146000000003
Austria,AUT,1986,0,0,1.287501,30.903927000000003
Austria,AUT,1987,0,0,0.905816,35.387991
Austria,AUT,1988,0,0,1.0469600000000001,35.304088
Austria,AUT,1989,0,0,1.10445,35.08243
Austria,AUT,1990,0,0,1.142485,31.509
Austria,AUT,1991,0,0,1.225832,31.4434
Austria,AUT,1992,0,0,1.3291639999998899,34.8484
Austria,AUT,1993,0,0.001,1.361111,36.705556
Austria,AUT,1994,0,0.001,1.2105549999999998,35.7075
Austria,AUT,1995,0.001,0.001,1.857221,37.067221999999994
Austria,AUT,1996,0.005,0.001,1.589444,34.216111
Austria,AUT,1997,0.02,0.002,1.711389,36.105278000000006
Austria,AUT,1998,0.045,0.002,1.842777,37.163333
Austria,AUT,1999,0.051,0.002,1.5969118188815201,40.699120799999996
Austria,AUT,2000,0.067,0.003,1.52827932,41.83565055045
Austria,AUT,2001,0.172,0.005,1.6678119999999999,40.455481650330206
Austria,AUT,2002,0.203,0.009000000000000001,1.5204440000000001,40.227002809133296
Austria,AUT,2003,0.366,0.015,1.7119209999999998,33.214992039975
Austria,AUT,2004,0.924,0.018000000000000002,2.05973,36.762283000000004
Austria,AUT,2005,1.3312767567448,0.021018375,2.43715433867822,37.0951383370445
Austria,AUT,2006,1.75279298367607,0.022386875,3.23750255635424,35.6560847696384
Austria,AUT,2007,2.03718492749374,0.024238375,4.06160691149705,37.0544528638766
Austria,AUT,2008,2.01125740868278,0.03011991,4.30230414102499,38.3294910423621
Austria,AUT,2009,1.95404016813174,0.04891428,4.277982167399919,40.8963033646974
Austria,AUT,2010,2.06391373604185,0.08881314,4.4634300809825405,38.3634182926812
Austria,AUT,2011,1.9362363601421602,0.17406996,4.51675200916291,34.23908351416011
Austria,AUT,2012,2.46202901904667,0.33748305,4.60803650070558,43.8041046884235
Austria,AUT,2013,3.15323156246948,0.625974,4.5842817087908205,42.0465272976832
Austria,AUT,2014,3.84576803451967,0.785246,4.336296195713491,41.010259367349704
Austria,AUT,2015,4.84034310174837,0.937098,4.5035465270659,37.055528375898
Austria,AUT,2016,5.234838273,1.0960159999999999,4.69122703886075,39.8447161470418
Austria,AUT,2017,6.571511136,1.2689709999999998,4.920933436,38.293433
Austria,AUT,2018,6.030429449,1.437640969,4.853579626,37.638007
Austria,AUT,2019,7.435472713999999,1.351575863,4.786632514832999,40.731842666
Azerbaijan,AZE,1985,0,0,0,1.3125618000000001
Azerbaijan,AZE,1986,0,0,0,0.8043308000000001
Azerbaijan,AZE,1987,0,0,0,0.8043308000000001
Azerbaijan,AZE,1988,0,0,0,0.6982651999999999
Azerbaijan,AZE,1989,0,0,0,0.6982651999999999
Azerbaijan,AZE,1990,0,0,0,1.6580000000000001
Azerbaijan,AZE,1991,0,0,0,1.7593
Azerbaijan,AZE,1992,0,0,0,1.7473
Azerbaijan,AZE,1993,0,0,0,2.426
Azerbaijan,AZE,1994,0,0,0,1.83
Azerbaijan,AZE,1995,0,0,0,1.556
Azerbaijan,AZE,1996,0,0,0,1.537
Azerbaijan,AZE,1997,0,0,0,1.712
Azerbaijan,AZE,1998,0,0,0,1.9509999999999998
Azerbaijan,AZE,1999,0,0,0,1.506
Azerbaijan,AZE,2000,0,0,0,1.534
Azerbaijan,AZE,2001,0,0,0,1.301
Azerbaijan,AZE,2002,0,0,0,2.02
Azerbaijan,AZE,2003,0,0,0,2.47
Azerbaijan,AZE,2004,0,0,0,2.755
Azerbaijan,AZE,2005,0,0,0,3.0094
Azerbaijan,AZE,2006,0,0,0,2.5180000000000002
Azerbaijan,AZE,2007,0,0,0,2.364
Azerbaijan,AZE,2008,0,0,0,2.2319999999999998
Azerbaijan,AZE,2009,0.0021,0,0,2.3084
Azerbaijan,AZE,2010,0.0005,0,0,3.4463
Azerbaijan,AZE,2011,0,0,0,2.6758
Azerbaijan,AZE,2012,0,0,0,1.821
Azerbaijan,AZE,2013,0.0008,0.0008,0.067,1.4891
Azerbaijan,AZE,2014,0.0023,0.0029,0.087,1.2997
Azerbaijan,AZE,2015,0.0046,0.0046,0.0909,1.6375
Azerbaijan,AZE,2016,0.0228,0.0353,0.08725,1.9593
Azerbaijan,AZE,2017,0.0221,0.0372,0.08515,1.7464
Azerbaijan,AZE,2018,0.0822,0.03926,0.0811,1.76795
Azerbaijan,AZE,2019,0.13464434389140303,0.0438,0.0811,1.5646
Bangladesh,BGD,1965,0,0,0,0
Bangladesh,BGD,1966,0,0,0,0
Bangladesh,BGD,1967,0,0,0,0
Bangladesh,BGD,1968,0,0,0,0
Bangladesh,BGD,1969,0,0,0,0
Bangladesh,BGD,1970,0,0,0,0
Bangladesh,BGD,1971,0,0,0,0
Bangladesh,BGD,1972,0,0,0,0.175
Bangladesh,BGD,1973,0,0,0,0.331
Bangladesh,BGD,1974,0,0,0,0.243
Bangladesh,BGD,1975,0,0,0,0.436
Bangladesh,BGD,1976,0,0,0,0.494
Bangladesh,BGD,1977,0,0,0,0.43700000000000006
Bangladesh,BGD,1978,0,0,0,0.506
Bangladesh,BGD,1979,0,0,0,0.5870000000000001
Bangladesh,BGD,1980,0,0,0,0.583
Bangladesh,BGD,1981,0,0,0,0.625
Bangladesh,BGD,1982,0,0,0,0.523
Bangladesh,BGD,1983,0,0,0,0.662
Bangladesh,BGD,1984,0,0,0,0.897
Bangladesh,BGD,1985,0,0,0,0.7390000000000001
Bangladesh,BGD,1986,0,0,0,0.45
Bangladesh,BGD,1987,0,0,0,0.517
Bangladesh,BGD,1988,0,0,0,0.675
Bangladesh,BGD,1989,0,0,0,0.92
Bangladesh,BGD,1990,0,0,0,0.884
Bangladesh,BGD,1991,0,0,0,0.838
Bangladesh,BGD,1992,0,0,0,0.7959999999999999
Bangladesh,BGD,1993,0,0,0,0.608
Bangladesh,BGD,1994,0,0,0,0.847
Bangladesh,BGD,1995,0,0,0,0.37200000000000005
Bangladesh,BGD,1996,0,0,0,0.7390000000000001
Bangladesh,BGD,1997,0,0,0,0.7190000000000001
Bangladesh,BGD,1998,0,0,0,0.865
Bangladesh,BGD,1999,0,0,0,0.833
Bangladesh,BGD,2000,0,0,0,0.7490000000000001
Bangladesh,BGD,2001,0,0,0,0.993
Bangladesh,BGD,2002,0,0.0001,0,0.7490000000000001
Bangladesh,BGD,2003,0,0.0009,0,0.7490000000000001
Bangladesh,BGD,2004,0,0.0019,0,0.7490000000000001
Bangladesh,BGD,2005,0,0.0034,0,0.7490000000000001
Bangladesh,BGD,2006,0.0016,0.0054,0,0.7490000000000001
Bangladesh,BGD,2007,0.0016,0.009000000000000001,0,0.7490000000000001
Bangladesh,BGD,2008,0.0029,0.0152,0,0.95
Bangladesh,BGD,2009,0.0051,0.0251,0.001,0.41700000000000004
Bangladesh,BGD,2010,0.0051,0.0443,0.002,0.7290000000000001
Bangladesh,BGD,2011,0.0051,0.0584,0.003,0.872
Bangladesh,BGD,2012,0.0051,0.0909,0.004,0.777
Bangladesh,BGD,2013,0.0050810000000000004,0.129563,0.004993,0.7283787279999999
Bangladesh,BGD,2014,0.0050810000000000004,0.166947,0.0060149999999999995,0.5664534379999999
Bangladesh,BGD,2015,0.0050810000000000004,0.198389,0.0070810000000000005,0.898146455
Bangladesh,BGD,2016,0.0050810000000000004,0.212637,0.007737999999999999,0.884632595
Bangladesh,BGD,2017,0.0050810000000000004,0.274312,0.007737999999999999,1.029528088
Bangladesh,BGD,2018,0.0050810000000000004,0.297811616169918,0.007737999999999999,0.865411112
Bangladesh,BGD,2019,0.0050810000000000004,0.42063764130293707,0.007737999999999999,0.8230911890000001
Belarus,BLR,1985,0,0,0,0.02
Belarus,BLR,1986,0,0,0,0.02
Belarus,BLR,1987,0,0,0,0.02
Belarus,BLR,1988,0,0,0,0.02
Belarus,BLR,1989,0,0,0,0.02
Belarus,BLR,1990,0,0,0,0.02
Belarus,BLR,1991,0,0,0,0.018000000000000002
Belarus,BLR,1992,0,0,0,0.017
Belarus,BLR,1993,0,0,0,0.019
Belarus,BLR,1994,0,0,0,0.019
Belarus,BLR,1995,0,0,0,0.02
Belarus,BLR,1996,0,0,0,0.016
Belarus,BLR,1997,0,0,0,0.021
Belarus,BLR,1998,0,0,0,0.027999999999999997
Belarus,BLR,1999,0,0,0,0.019
Belarus,BLR,2000,0,0,0,0.027000000000000003
Belarus,BLR,2001,0,0,0,0.03
Belarus,BLR,2002,0,0,0,0.028999999999999998
Belarus,BLR,2003,0,0,0,0.027999999999999997
Belarus,BLR,2004,0.0010101010101010099,0,0,0.033
Belarus,BLR,2005,0.001,0,0,0.036000000000000004
Belarus,BLR,2006,0.001,0,0.002,0.035
Belarus,BLR,2007,0.001,0,0.013999999999999999,0.035
Belarus,BLR,2008,0.001,0,0.033,0.039
Belarus,BLR,2009,0.001,0,0.06,0.045
Belarus,BLR,2010,0.001,0,0.084,0.045
Belarus,BLR,2011,0.004,0,0.095,0.042
Belarus,BLR,2012,0.006,0,0.095,0.07200000000000001
Belarus,BLR,2013,0.008,0.0004,0.08199999999999999,0.138
Belarus,BLR,2014,0.009000000000000001,0.002,0.079,0.121
Belarus,BLR,2015,0.039,0.009000000000000001,0.094,0.111
Belarus,BLR,2016,0.073,0.026000000000000002,0.094,0.142
Belarus,BLR,2017,0.09699999999999999,0.08900000000000001,0.106,0.405
Belarus,BLR,2018,0.099,0.11800000000000001,0.109,0.324
Belarus,BLR,2019,0.106344213835895,0.11975891122780699,0.113912675883621,0.324
Belgium,BEL,1965,0,0,0,0.272
Belgium,BEL,1966,0,0,0,0.299
Belgium,BEL,1967,0,0,0,0.23800000000000002
Belgium,BEL,1968,0,0,0,0.244
